"CODIGO","NOME","CODUOME","NOMEUO","SEDE","MORADA","LOCALIDADE","CONCELHO","DISTRITO","CP","CODDSR","CODQZP","GRUPONATUREZAINST","CICLO","FAX","URL","EMAIL","TELEFONE1","TELEFONE2"
"252542","Escola Básica de Facho, Apúlia, Esposende","150850","Agrupamento de Escolas António Correia de Oliveira, Esposende","N","Rua do Facho","APÚLIA","Esposende","Braga","4740-031","Norte","QZP.05","Publico","Pré-escolar;1º Ciclo","","","eb1.n4.igreja@escolas.min-edu.pt; ","253987516",""
"238338","Escola Básica de Esposende","150850","Agrupamento de Escolas António Correia de Oliveira, Esposende","N","Av. Dr. Henrique Barros Lima","ESPOSENDE","Esposende","Braga","4740-203","Norte","QZP.05","Publico","1º Ciclo","","","eb1.n1.esposende@escolas.min-edu.pt; ","253962034",""
"293362","Escola Básica de Curvos, Esposende","150850","Agrupamento de Escolas António Correia de Oliveira, Esposende","N","Lugar de Igreja - Curvos","CURVOS","Esposende","Braga","4740-183","Norte","QZP.05","Publico","Pré-escolar;1º Ciclo","","","eb1.igrejacurvos@escolas.min-edu.pt; ","253966317",""
"245707","Escola Básica de Criaz, Esposende","150850","Agrupamento de Escolas António Correia de Oliveira, Esposende","N","Rua da Aldeia","APÚLIA","Esposende","Braga","4740-103","Norte","QZP.05","Publico","Pré-escolar;1º Ciclo","","","eb1.crias@escolas.min-edu.pt; ","253983420",""
"293519","Escola Básica de Barral, Esposende","150850","Agrupamento de Escolas António Correia de Oliveira, Esposende","N","Rua Carlos Vila Chã - Lugar do Barral","PALMEIRA DE FARO","Esposende","Braga","4740-591","Norte","QZP.05","Publico","Pré-escolar;1º Ciclo","","","eb1.n2.eiraana@escolas.min-edu.pt; ","253966318",""
"330980","Escola Básica de Apúlia, Esposende","150850","Agrupamento de Escolas António Correia de Oliveira, Esposende","N","Avenida da Praia","APÚLIA","Esposende","Braga","4740-033","Norte","QZP.05","Publico","1º Ciclo;2º Ciclo;3º Ciclo;Artistico","253982198","","eb23.apulia@escolas.min-edu.pt; ","253960030",""
"296703","Escola Básica n.º 1 de Lordelo, Paredes","150861","Agrupamento de Escolas de Lordelo, Paredes","N","Rua dos Marceneiros 91","LORDELO PRD","Paredes","Porto","4580-839","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","","",""
"297276","Escola Básica n.º 2 de Lordelo, Paredes","150861","Agrupamento de Escolas de Lordelo, Paredes","N","Rua da Abroeira S/N","LORDELO PRD","Paredes","Porto","4580-411","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","","",""
"242913","Escola Básica Padre Américo, Porto","150873","Agrupamento de Escolas Fontes Pereira de Melo, Porto","N","R. Padre Américo, s/n","PORTO","Porto","Porto","4100-366","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1ji.n45.porto@escolas.min-edu.pt; ","226066212",""
"237863","Escola Básica de Cimo de Vila, Gondomar","151105","Agrupamento de Escolas À Beira Douro, Gondomar","N","Rua da Costeirinha","MELRES","Gondomar","Porto","4515-506","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1ji.n1.cimovila@escolas.min-edu.pt; ","224761162",""
"215958","Escola Básica de Chães, Gondomar","151105","Agrupamento de Escolas À Beira Douro, Gondomar","N","Rua Aldeia Nova","COVELO GDM","Gondomar","Porto","4515-015","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.chaes@escolas.min-edu.pt; ","224501087",""
"212787","Escola Básica de Carvalhos, Gondomar","151105","Agrupamento de Escolas À Beira Douro, Gondomar","N","Rua dos Carvalhos","MEDAS","Gondomar","Porto","4515-370","Norte","QZP.09","Publico","1º Ciclo","","http://www.eb1-carvalhosmedas.edu.pt","eb1.carvalhosmedas@escolas.min-edu.pt; ","224761351",""
"208863","Escola Básica de Branzelo, Gondomar","151105","Agrupamento de Escolas À Beira Douro, Gondomar","N","Lugar de Branzelo","MELRES","Gondomar","Porto","4515-498","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.branzelo@escolas.min-edu.pt; ","224761640",""
"296326","Escola Básica n.º 2 de Paços de Ferreira","151117","Agrupamento de Escolas de Paços de Ferreira","N","Rua do Mosteiro","PAÇOS DE FERREIRA","Paços de Ferreira","Porto","4590-600","Norte","QZP.10","Publico","Pré-escolar;1º Ciclo","","","","",""
"295152","Escola Básica de Penamaior, Paços de Ferreira","151117","Agrupamento de Escolas de Paços de Ferreira","N","Largo do Parque","PENAMAIOR","Paços de Ferreira","Porto","4595-298","Norte","QZP.10","Publico","Pré-escolar;1º Ciclo","","","","",""
"296260","Escola Básica de Meixomil, Paços de Ferreira","151117","Agrupamento de Escolas de Paços de Ferreira","N","Rua das Quimadas","MEIXOMIL","Paços de Ferreira","Porto","4595-263","Norte","QZP.10","Publico","Pré-escolar;1º Ciclo","","","","",""
"295140","Escola Básica de Ferreira, Paços de Ferreira","151117","Agrupamento de Escolas de Paços de Ferreira","N","Rua de Samonde","FERREIRA PFR","Paços de Ferreira","Porto","4590-769","Norte","QZP.10","Publico","Pré-escolar;1º Ciclo","","","","",""
"296454","Escola Básica de S. Tomé de Negrelos, Santo Tirso","151130","Agrupamento de Escolas D. Afonso Henriques, Santo Tirso","N","Rua José Luis de Andrade","SÃO TOMÉ NEGRELOS","Santo Tirso","Porto","4795-638","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo;2º Ciclo;3º Ciclo;Artistico","","","","252871320",""
"248320","Escola Básica de Bom Nome, Vila das Aves, Santo Tirso","151130","Agrupamento de Escolas D. Afonso Henriques, Santo Tirso","N","Rua do Longal s/n","AVES","Santo Tirso","Porto","4795-078","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.n2.quintaovaves@escolas.min-edu.pt; ","252872418",""
"277368","Escola Básica n.º 1 de Santo Tirso","151142","Agrupamento de Escolas Tomaz Pelayo, Santo Tirso","N","R. Conde de S. Bento","SANTO TIRSO","Santo Tirso","Porto","4780-426","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.sttirso@escolas.min-edu.pt; ","252856912",""
"277770","Escola Básica de Tarrio, Santo Tirso","151142","Agrupamento de Escolas Tomaz Pelayo, Santo Tirso","N","Rua das Escolas","SANTO TIRSO","Santo Tirso","Porto","4780-187","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.tarrio@escolas.min-edu.pt; ","252856893",""
"241532","Escola Básica de Sequeiró, Santo Tirso","151142","Agrupamento de Escolas Tomaz Pelayo, Santo Tirso","N","Rua Gabriel Cardoso Fanzeres","SEQUEIRÓ","Santo Tirso","Porto","4780-599","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.sequeiro@escolas.min-edu.pt; ","252866246",""
"270556","Escola Básica de São Bento da Batalha, Santo Tirso","151142","Agrupamento de Escolas Tomaz Pelayo, Santo Tirso","N","Rua Alexandre Herculano","SANTO TIRSO","Santo Tirso","Porto","4780-389","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.sbentobatalha@escolas.min-edu.pt; ","252856914",""
"241738","Escola Básica de Santa Luzia, Monte Cordova, Santo Tirso","151142","Agrupamento de Escolas Tomaz Pelayo, Santo Tirso","N","Santa Luzia","SANTO TIRSO","Santo Tirso","Porto","4825-288","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","252898069","","eb1.n1.slmcordova@escolas.min-edu.pt; ","252898069",""
"268173","Escola Básica de Ramada, Lajinhas, Santo Tirso","151142","Agrupamento de Escolas Tomaz Pelayo, Santo Tirso","N","Rua do Padroeiro, 420","SANTO TIRSO","Santo Tirso","Porto","4780-120","Norte","QZP.09","Publico","1º Ciclo","","","eb1.ramada@escolas.min-edu.pt; ","252856933",""
"268082","Escola Básica de Quintão, Palmeira, Santo Tirso","151142","Agrupamento de Escolas Tomaz Pelayo, Santo Tirso","N","Rua Albino de Sousa Cruz - Quintão","PALMEIRA STS","Santo Tirso","Porto","4780-324","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.quintaopalmeira@escolas.min-edu.pt; ","252861044",""
"249166","Escola Básica de Quinchães, Santo Tirso","151142","Agrupamento de Escolas Tomaz Pelayo, Santo Tirso","N","Monte Córdova","SANTO TIRSO","Santo Tirso","Porto","4825-284","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.n2.slquinchaes@escolas.min-edu.pt; ","252898335",""
"232671","Escola Básica de Merouços, Santa Cristina do Couto, Santo Tirso","151142","Agrupamento de Escolas Tomaz Pelayo, Santo Tirso","N","R. Eduardo Silva Almeida","SANTO TIRSO","Santo Tirso","Porto","4780-185","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.meroucos@escolas.min-edu.pt; ","252856919",""
"227419","Escola Básica de Igreja, Lama, Santo Tirso","151142","Agrupamento de Escolas Tomaz Pelayo, Santo Tirso","N","Rua Padre Jacinto Marques","LAMA STS","Santo Tirso","Porto","4780-281","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.igrejalama@escolas.min-edu.pt; ","252861468",""
"227535","Escola Básica de Igreja, Areias, Santo Tirso","151142","Agrupamento de Escolas Tomaz Pelayo, Santo Tirso","N","Rua de Santiago 957","AREIAS STS","Santo Tirso","Porto","4780-059","Norte","QZP.09","Publico","1º Ciclo","","","eb1.isantiago957@escolas.min-edu.pt; ","252866690",""
"246256","Escola Básica de Foral, Santo Tirso","151142","Agrupamento de Escolas Tomaz Pelayo, Santo Tirso","N","Rua 1º de Dezembro","SANTO TIRSO","Santo Tirso","Porto","4780-380","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.n2.friaes@escolas.min-edu.pt; ","252856609",""
"220127","Escola Básica de Ermida, Santa Cristina do Couto, Santo Tirso","151142","Agrupamento de Escolas Tomaz Pelayo, Santo Tirso","N","Av. Luis Areal","SANTO TIRSO","Santo Tirso","Porto","4780-165","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1.escristinacouto@escolas.min-edu.pt; ","252856721",""
"296466","Escola Básica n.º 1 de Lamego","151889","Agrupamento de Escolas Latino Coelho, Lamego","N","Rua das Oliveiras","LAMEGO","Lamego","Viseu","5100-143","Norte","QZP.18","Publico","Pré-escolar;1º Ciclo","254613249","","","254600180",""
"295528","Escola Básica de Penude, Lamego","151889","Agrupamento de Escolas Latino Coelho, Lamego","N","Ordens","PENUDE","Lamego","Viseu","5100-719","Norte","QZP.18","Publico","Pré-escolar;1º Ciclo","","","","",""
"210572","Escola Básica de Cambres, Lamego","151889","Agrupamento de Escolas Latino Coelho, Lamego","N","Cambres - 5100 - 414 CAMBRES","CAMBRES","Lamego","Viseu","5100-414","Norte","QZP.18","Publico","Pré-escolar;1º Ciclo","","","eb1.cambres@escolas.min-edu.pt; ","254666132",""
"296934","Escola Básica de Moimenta da Beira","151890","Agrupamento de Escolas de Moimenta da Beira","N","Rua Dr. Luis Gomes, nº3","MOIMENTA DA BEIRA","Moimenta da Beira","Viseu","3620-360","Norte","QZP.19","Publico","Pré-escolar;1º Ciclo","","","","",""
"229659","Escola Básica de Leomil, Moimenta da Beira","151890","Agrupamento de Escolas de Moimenta da Beira","N","Avenida Leontino da Fonseca Martins","LEOMIL MBR","Moimenta da Beira","Viseu","3620-164","Norte","QZP.19","Publico","Pré-escolar;1º Ciclo","","","eb1.leomil@escolas.min-edu.pt; ","254586833",""
"203142","Escola Básica de Alvite, Moimenta da Beira","151890","Agrupamento de Escolas de Moimenta da Beira","N","Rua da Escola","MOIMENTA DA BEIRA","Moimenta da Beira","Viseu","3620-000","Norte","QZP.19","Publico","Pré-escolar;1º Ciclo","","","eb1.alviteescola@escolas.min-edu.pt; ","254586409",""
"295530","Escola Básica n.º 1 de Resende","151907","Agrupamento de Escolas de Resende","N","Rua da Portela","RESENDE","Resende","Viseu","4660-214","Norte","QZP.18","Publico","Pré-escolar;1º Ciclo","","","","",""
"271603","Escola Básica de São Martinho de Mouros, Resende","151907","Agrupamento de Escolas de Resende","N","Rua do Eido, 262","SÃO MARTINHO DE MOUROS","Resende","Viseu","4660-361","Norte","QZP.18","Publico","Pré-escolar;1º Ciclo","254939003","","eb1.smartinhomouros@escolas.min-edu.pt; ","254939299",""
"270659","Escola Básica de São Cipriano, Resende","151907","Agrupamento de Escolas de Resende","N","Rua Irmãos Monteiro","RESENDE","Resende","Viseu","4660-000","Norte","QZP.18","Publico","Pré-escolar;1º Ciclo","","","eb1.scipriano@escolas.min-edu.pt; ","254877783",""
"279304","Escola Básica de Trevões, São João da Pesqueira","151919","Agrupamento de Escolas de São João da Pesqueira","N","Rua da Restauração nº7","TREVÕES","São João da Pesqueira","Viseu","5130-421","Norte","QZP.19","Publico","Pré-escolar;1º Ciclo","254473977","","eb1.trevoes@escolas.min-edu.pt; ","254473446",""
"271068","Escola Básica de São João da Pesqueira","151919","Agrupamento de Escolas de São João da Pesqueira","N","Largo da Devesa","SÃO JOÃO DA PESQUEIRA","São João da Pesqueira","Viseu","5130-000","Norte","QZP.19","Publico","Pré-escolar;1º Ciclo","254488210","","eb1.sjoaopesqueira@escolas.min-edu.pt; ","254484174",""
"262304","Escola Básica de Paredes da Beira, São João da Pesqueira","151919","Agrupamento de Escolas de São João da Pesqueira","N","Rua da Prova","PAREDES DA BEIRA","São João da Pesqueira","Viseu","5130-272","Norte","QZP.19","Publico","Pré-escolar;1º Ciclo","","","eb1.paredesbeira@escolas.min-edu.pt; ","254473437",""
"220280","Escola Básica de Ervedosa do Douro, São João da Pesqueira","151919","Agrupamento de Escolas de São João da Pesqueira","N","Rua Nossa Senhora do Socorro","SÃO JOÃO DA PESQUEIRA","São João da Pesqueira","Viseu","5130-000","Norte","QZP.19","Publico","Pré-escolar;1º Ciclo","","","eb1.ervedosadouro@escolas.min-edu.pt; ","254423482",""
"345106","Escola Básica e Secundária Padre João Rodrigues, Veiga, Sernancelhe","151920","Agrupamento de Escolas Padre João Rodrigues, Sernancelhe","S","Rua Padre João Rodrigues","SERNANCELHE","Sernancelhe","Viseu","3640-290","Norte","QZP.19","Publico","1º Ciclo;2º Ciclo;3º Ciclo;Secundário;Artistico","254559111","http://aesernancelhe.com","direcao@aejrodrigues.edu.gov.pt; servicos@aejrodrigues.edu.gov.pt; ","254595272",""
"345684","Escola Básica e Secundária Abel Botelho, Tabuaço","151932","Agrupamento de Escolas Abel Botelho, Tabuaço","S","Avenida Marechal Carmona","TABUAÇO","Tabuaço","Viseu","5120-385","Norte","QZP.19","Publico","Pré-escolar;1º Ciclo;2º Ciclo;3º Ciclo;Secundário;Profissional","254789340","http://www.agrupamento-tabuaco.com","direcao@aeabotelho.edu.gov.pt; servicos@aeabotelho.edu.gov.pt; ","254780020",""
"294652","Escola Básica de Tarouca","151944","Agrupamento de Escolas Dr. José Leite de Vasconcelos, Tarouca","N","Av. dos Restauradores do Concelho","TAROUCA","Tarouca","Viseu","3610-018","Norte","QZP.18","Publico","Pré-escolar;1º Ciclo","","","eb.tarouca@escolas.min-edu.pt; ","254677520",""
"244739","Escola Básica n.º 2 de Bela Vista, Fânzeres, Gondomar","151956","Agrupamento de Escolas Santa Bárbara, Gondomar","N","Estrada de D. Miguel","FÂNZERES","Gondomar","Porto","4510-547","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","224645636","","eb1ji.n2.belavista@escolas.min-edu.pt; ","224645636",""
"247844","Escola Básica de Montezelo, Gondomar","151956","Agrupamento de Escolas Santa Bárbara, Gondomar","N","Rua de Montezelo","FÂNZERES","Gondomar","Porto","4510-609","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","224806020","","eb1ji.montezelo@escolas.min-edu.pt; ","224880134",""
"241374","Escola Básica de Alvarinha, Gondomar","151956","Agrupamento de Escolas Santa Bárbara, Gondomar","N","Rua das Escolas Primárias","FÂNZERES","Gondomar","Porto","4510-558","Norte","QZP.09","Publico","1º Ciclo","","","eb1.alvarinha@escolas.min-edu.pt; ","224646426",""
"208164","Escola Básica de Boavista dos Pinheiros, Odemira","135434","Agrupamento de Escolas de Odemira","N","Rua da Escola","BOAVISTA DOS PINHEIROS","Odemira","Beja","7630-033","Alentejo","QZP.57","Publico","Pré-escolar;1º Ciclo","","","eb1.bpinheiros@escolas.min-edu.pt; ","283386480",""
"259883","Escola Básica de Odemira","135434","Agrupamento de Escolas de Odemira","N","Largo Sousa Prado, 6","ODEMIRA","Odemira","Beja","7630-138","Alentejo","QZP.57","Publico","Pré-escolar;1º Ciclo","","","eb1.odemira@escolas.min-edu.pt; ","283322499",""
"215314","Escola Básica n.º 2 de Cercal do Alentejo, Santiago do Cacém","135446","Agrupamento de Escolas de Cercal do Alentejo, Santiago do Cacém","N","Rua dos Centenários da Independência","CERCAL DO ALENTEJO","Santiago do Cacém","Setúbal","7555-101","Alentejo","QZP.54","Publico","1º Ciclo","","","eb1.n1.calentejo@escolas.min-edu.pt; ","269904643",""
"344412","Escola Básica n.º 1 de Cercal do Alentejo, Santiago do Cacém","135446","Agrupamento de Escolas de Cercal do Alentejo, Santiago do Cacém","S","Estrada de Colos","CERCAL DO ALENTEJO","Santiago do Cacém","Setúbal","7555-108","Alentejo","QZP.54","Publico","1º Ciclo;2º Ciclo;3º Ciclo","269949549","http://agvcercal.drealentejo.pt","direcao@aecercal.edu.gov.pt; servicos@aecercal.edu.gov.pt; ","269949552",""
"275578","Escola Básica de Sobral da Adiça, Moura","135471","Agrupamento de Escolas de Moura","N","R. das Escolas","SOBRAL DA ADIÇA","Moura","Beja","7875-382","Alentejo","QZP.56","Publico","1º Ciclo","","","eb1.sobraladica@escolas.min-edu.pt; ","285975181",""
"234977","Escola Básica da Porta Nova, Moura","135471","Agrupamento de Escolas de Moura","N","Lg. José Mª dos Santos","MOURA","Moura","Beja","7860-008","Alentejo","QZP.56","Publico","1º Ciclo","","","eb1.portanova@escolas.min-edu.pt; ","285251506",""
"234989","Escola Básica de Fojo, Moura","135471","Agrupamento de Escolas de Moura","N","Av. Engenheiro Armando Mansos","MOURA","Moura","Beja","7860-000","Alentejo","QZP.56","Publico","Pré-escolar;1º Ciclo","","","eb1ji.fojo@escolas.min-edu.pt; ","285251505",""
"234965","Escola Básica de Bombeiros Voluntários, Moura","135471","Agrupamento de Escolas de Moura","N","Av. dos Bombeiros Voluntários","MOURA","Moura","Beja","7860-107","Alentejo","QZP.56","Publico","Pré-escolar;1º Ciclo","","","eb1ji.moura@escolas.min-edu.pt; ","285251731",""
"277149","Escola Básica de Santo Amador, Moura","135471","Agrupamento de Escolas de Moura","N","R. das Escolas","SANTO AMADOR","Moura","Beja","7875-255","Alentejo","QZP.56","Publico","Pré-escolar;1º Ciclo","","","eb1ji.stamador@escolas.min-edu.pt; ","285894126",""
"207573","Escola Básica de Bencatel, Vila Viçosa","135483","Agrupamento de Escolas de Vila Viçosa","N","R. General Humberto Delgado","BENCATEL","Vila Viçosa","Évora","7160-050","Alentejo","QZP.50","Publico","1º Ciclo","268881228","http://www.esphcastro.pt","","268408034",""
"284531","Escola Básica de Carrascal, Vila Viçosa","135483","Agrupamento de Escolas de Vila Viçosa","N","R. Alferes Marcelino","VILA VIÇOSA","Vila Viçosa","Évora","7160-281","Alentejo","QZP.50","Publico","1º Ciclo","268881228","http://www.esphcastro.pt","","268881291",""
"284543","Escola Básica do Castelo, Vila Viçosa","135483","Agrupamento de Escolas de Vila Viçosa","N","Av. Duques de Bragança","VILA VIÇOSA","Vila Viçosa","Évora","7160-209","Alentejo","QZP.50","Publico","1º Ciclo","268881228","http://www.esphcastro.pt","","268881292",""
"271986","Escola Básica de São Romão, Vila Viçosa","135483","Agrupamento de Escolas de Vila Viçosa","N","S Romao","VILA VIÇOSA","Vila Viçosa","Évora","7160-000","Alentejo","QZP.50","Publico","1º Ciclo","268881228","http://www.esphcastro.pt","","268969387",""
"237929","Escola Básica da Comenda, Gavião","135495","Agrupamento de Escolas de Gavião","N","R. D. Delfina Pequito Rebelo","COMENDA","Gavião","Portalegre","6040-041","Alentejo","QZP.47","Publico","Pré-escolar;1º Ciclo","","","eb1.cddpequitorebelo@escolas.min-edu.pt; ","245776330",""
"330360","Escola Básica e Secundária de Gavião","135495","Agrupamento de Escolas de Gavião","S","R. 23 de Novembro","GAVIÃO","Gavião","Portalegre","6040-121","Alentejo","QZP.47","Publico","Pré-escolar;1º Ciclo;2º Ciclo;3º Ciclo;Secundário;Artistico;Profissional","241639007","http://www.agrupamentoverticalgaviao.pt","direcao@aegaviao.edu.gov.pt; servicos@aegaviao.edu.gov.pt; ","241639000",""
"270507","Escola Básica de São Bartolomeu da Serra, Santiago do Cacém","135501","Agrupamento de Escolas de Santiago do Cacém","N","Rua 25 de Abril","SÃO BARTOLOMEU DA SERRA","Santiago do Cacém","Setúbal","7540-321","Alentejo","QZP.54","Publico","1º Ciclo","","","eb1.sbartolomeuserra@escolas.min-edu.pt; ","269902415",""
"276790","Escola Básica de Santa Cruz, Santiago do Cacém","135501","Agrupamento de Escolas de Santiago do Cacém","N","Santa Cruz","SANTA CRUZ STC","Santiago do Cacém","Setúbal","7540-051","Alentejo","QZP.54","Publico","Pré-escolar;1º Ciclo","","","eb1.stacruzstc@escolas.min-edu.pt; ","269826836",""
"269049","Escola Básica de Relvas Verdes, Santiago do Cacém","135501","Agrupamento de Escolas de Santiago do Cacém","N","Relvas Verdes","SANTIAGO DO CACÉM","Santiago do Cacém","Setúbal","7540-240","Alentejo","QZP.54","Publico","Pré-escolar;1º Ciclo","","","eb1.relvasverdes@escolas.min-edu.pt; ","269826590",""
"218560","Escola Básica de Cruz de João Mendes, Santiago do Cacém","135501","Agrupamento de Escolas de Santiago do Cacém","N","Cruz de João Mendes","SÃO FRANCISCO DA SERRA","Santiago do Cacém","Setúbal","7540-551","Alentejo","QZP.54","Publico","1º Ciclo","","","eb1.cruzjoaomendes@escolas.min-edu.pt; ","269471260",""
"208577","Escola Básica de Boticos, Santiago do Cacém","135501","Agrupamento de Escolas de Santiago do Cacém","N","Rua 1º de Maio","ABELA","Santiago do Cacém","Setúbal","7540-021","Alentejo","QZP.54","Publico","1º Ciclo","","","eb1.n2.boticos@escolas.min-edu.pt; ","269902346",""
"341563","Escola Básica e Secundária Frei André da Veiga, Santiago do Cacém","135501","Agrupamento de Escolas de Santiago do Cacém","N","Rua 1º de Maio","SANTIAGO DO CACÉM","Santiago do Cacém","Setúbal","7540-145","Alentejo","QZP.54","Publico","Pré-escolar;1º Ciclo;2º Ciclo;Artistico;Profissional","269822899","","eb23.freiandreveiga@escolas.min-edu.pt; ","269750390",""
"200165","Escola Básica de Abela, Santiago do Cacém","135501","Agrupamento de Escolas de Santiago do Cacém","N","R. de Santiago, 22","ABELA","Santiago do Cacém","Setúbal","7540-011","Alentejo","QZP.54","Publico","1º Ciclo","","","eb1.abela@escolas.min-edu.pt; ","269902202",""
"254307","Escola Básica de Castelos, Porto","150873","Agrupamento de Escolas Fontes Pereira de Melo, Porto","N","R. Castelo de Guimarães, 218 - Ramalde","PORTO","Porto","Porto","4250-108","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","","","eb1ji.n29.porto@escolas.min-edu.pt; ","228313595",""
"242755","Escola Básica de Caramila, Porto","150873","Agrupamento de Escolas Fontes Pereira de Melo, Porto","N","Rua Sousa Pinto","PORTO","Porto","Porto","4250-001","Norte","QZP.09","Publico","Pré-escolar;1º Ciclo","228348521","","eb1ji.n41.porto@escolas.min-edu.pt; ","228320107",""
"342944","Escola Básica de Ribeira do Neiva, Vila Verde","150885","Agrupamento de Escolas de Moure e Ribeira do Neiva, Vila Verde","N","Lg. de Portinho","AZÕES","Vila Verde","Braga","4730-050","Norte","QZP.04","Publico","1º Ciclo;2º Ciclo;3º Ciclo;Artistico","253380011","","eb23.ribeiraneiva@escolas.min-edu.pt; ","253380010",""
"261476","Escola Básica de Parada de Gatim, Vila Verde","150885","Agrupamento de Escolas de Moure e Ribeira do Neiva, Vila Verde","N","Palmaz -  Parada de Gatim","PARADA DE GATIM","Vila Verde","Braga","4730-340","Norte","QZP.04","Publico","Pré-escolar;1º Ciclo","253921824","","eb1.palmazvverde@escolas.min-edu.pt; ","253921824",""
"345428","Escola Básica de Moure e Ribeira do Neiva, Ribeira, Vila Verde","150885","Agrupamento de Escolas de Moure e Ribeira do Neiva, Vila Verde","S","Lugar da Ribeira","MOURE VVD","Vila Verde","Braga","4730-303","Norte","QZP.04","Publico","1º Ciclo;2º Ciclo;3º Ciclo;Artistico","253927200","http://aemourerneiva.ccems.pt","direcao@aemourerneiva.edu.gov.pt; servicos@aemourerneiva.edu.gov.pt; ","253927185",""
"208802","Escola Básica de Lage, Vila Verde","150885","Agrupamento de Escolas de Moure e Ribeira do Neiva, Vila Verde","N","Lugar de Aveleda","LAGE","Vila Verde","Braga","4730-240","Norte","QZP.04","Publico","Pré-escolar;1º Ciclo","","","eb1.n1.boucos@escolas.min-edu.pt; ","253927340",""
"270994","Escola Básica de Freiriz, Vila Verde","150885","Agrupamento de Escolas de Moure e Ribeira do Neiva, Vila Verde","N","Lug. S. José Freiriz","FREIRIZ","Vila Verde","Braga","4730-170","Norte","QZP.04","Publico","Pré-escolar;1º Ciclo","253922627","","eb1.sjosefreiriz@escolas.min-edu.pt; ","253922627",""
"296946","Escola Básica n.º 1 de Prado, Vila Verde","150897","Agrupamento de Escolas de Prado, Vila Verde","N","Rua Dr. Lima Cruz","VILA DE PRADO","Vila Verde","Braga","4730-460","Norte","QZP.04","Publico","Pré-escolar;1º Ciclo","","","","",""
"241611","Escola Básica de Sobral, Vila Verde","150897","Agrupamento de Escolas de Prado, Vila Verde","N","Sobral - Cervães","VILA VERDE","Vila Verde","Braga","4730-000","Norte","QZP.04","Publico","Pré-escolar;1º Ciclo","253922800","http://www.eb1-cervaes-sobral.rcst.pt","eb1.n1.sobral@escolas.min-edu.pt; ","253922800",""
"262961","Escola Básica de Oleiros, Vila Verde","150897","Agrupamento de Escolas de Prado, Vila Verde","N","Rua da Escola","OLEIROS VVD","Vila Verde","Braga","4730-327","Norte","QZP.04","Publico","1º Ciclo","253922898","","eb1.pauloleiros@escolas.min-edu.pt; ","253922898",""
"296491","Escola Básica de Cabanelas, Vila Verde","150897","Agrupamento de Escolas de Prado, Vila Verde","N","Rua de Portuzelo, Cabanelas","CABANELAS VVD","Vila Verde","Braga","4730-095","Norte","QZP.04","Publico","Pré-escolar;1º Ciclo","","","","",""
"343626","Escola Básica do Ave, Póvoa de Lanhoso","150915","Agrupamento de Escolas de Póvoa de Lanhoso","N","Lugar de Porto de Ave","TAÍDE","Póvoa de Lanhoso","Braga","4830-755","Norte","QZP.06","Publico","Pré-escolar;1º Ciclo;2º Ciclo;3º Ciclo","253943496","","eb23.taide@escolas.min-edu.pt; ","253949110",""
"202307","Escola Básica de Paradela, Algova, Barcelos","150927","Agrupamento de Escolas de Barcelos","N","Algova","PARADELA BCL","Barcelos","Braga","4755-377","Norte","QZP.05","Publico","Pré-escolar;1º Ciclo","253852059","","eb1.algova@escolas.min-edu.pt; ","253852059",""
"237565","Escola Básica de Milhazes, Barcelos","150927","Agrupamento de Escolas de Barcelos","N","Casais - Milhazes","BARCELOS","Barcelos","Braga","4750-332","Norte","QZP.05","Publico","Pré-escolar;1º Ciclo","253857202","","eb1.n1.casais@escolas.min-edu.pt; ","253857202",""
"209429","Escola Básica de Cabanas, Santo Tirso","151142","Agrupamento de Escolas Tomaz Pelayo, Santo Tirso","N","Cabanas - Monte Cordova","SANTO TIRSO","Santo Tirso","Porto","4825-264","Norte","QZP.09","Publico","1º Ciclo","","","eb1.cabanassttirso@escolas.min-edu.pt; ","252898294",""
